NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDDUCTORS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS
Triangle Pose,POSE,TRIANGLE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/TRIANGLE,Beginner,This is the 12th of the 12 basic Hatha yoga postures. Triangle pose (which is a direct Sanskrit translation) is said to relieve stress and anxiety while improving balance.,0,2,2,0,2,0,0,0,0,1,2,0,0,2,1,1,1,0,0
Up Dog Pose,POSE,UP_DOG,TRUE,,https://connect.garmin.com/modern/exercises/POSE/UP_DOG,Beginner,"Commonly confused with the Cobra pose, the main difference is that in the Up Dog pose, only your hands and the tops of your feet are touching the ground. Up Dog requires more strength than Cobra.",0,0,2,0,0,0,0,1,0,2,2,0,0,1,0,0,1,0,1
Upward Facing Plank Pose,POSE,UPWARD_FACING_PLANK,TRUE,,https://connect.garmin.com/modern/exercises/POSE/UPWARD_FACING_PLANK,Beginner,"This pose translates to ""Intense Stretch of the East;"" East referring to the how it stretches, or 'opens', the front of the body. It is the opposite of Pascimottanasana, ""Intense Stretch of the West.""",0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,2,1,0,1
Warrior One Pose,POSE,WARRIOR_ONE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WARRIOR_ONE,Beginner,"This pose embodies the strength and grace of a spiritual warrior. Warrior One is one of the first poses novices learn in yoga, yet one of the last poses that even experienced yoga practitioners are able to fully master.",0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
Warrior Three Pose,POSE,WARRIOR_THREE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WARRIOR_THREE,Intermediate,"This is the third of the three warrior poses, and is named for the fierce warrior Virabhadra. The move challenges your balance, builds strength, and improves focus.",0,2,2,0,1,0,1,0,0,1,1,1,0,2,0,1,1,0,0
Warrior Two Pose,POSE,WARRIOR_TWO,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WARRIOR_TWO,Beginner,Virabhadra is the name of a fierce warrior who was thought to be an incarnation of Lord Shiva. This open-hip warrior posture is the easiest to perform of the three warrior positions.,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
Wheel Pose,POSE,WHEEL,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WHEEL,Advanced,"More commonly referred to as Wheel, the Sanskrit translates to ""Upward-facing Bow.""  This full body pose is said to stimulate all seven chakras, thereby helping to keep your whole self in harmony.",0,0,0,0,0,2,2,2,0,1,2,1,0,1,0,1,1,2,1
Wide Side Lunge Pose,POSE,WIDE_SIDE_LUNGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WIDE_SIDE_LUNGE,Beginner,"Scandasana is a warrior pose named after the Hindu God, Skandasana. In this variation, you lift your arms off the ground and stretch them as far as you can. This can create a very powerful feeling of expanse.",0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Arch and Curl,MOVE,ARCH_AND_CURL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ARCH_AND_CURL,Beginner,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Arm Circles (with ball, band and weight)",MOVE,ARM_CIRCLES_WITH_BALL_BAND_AND_WEIGHT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ARM_CIRCLES_WITH_BALL_BAND_AND_WEIGHT,Beginner,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Arm Stretch,MOVE,ARM_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ARM_STRETCH,Beginner,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Back Massage,MOVE,BACK_MASSAGE,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/BACK_MASSAGE,Beginner,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Belly Breathing,MOVE,BELLY_BREATHING,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/BELLY_BREATHING,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridge (with ball),MOVE,BRIDGE_WITH_BALL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/BRIDGE_WITH_BALL,Beginner,,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0
Diamond Leg Crunch,MOVE,DIAMOND_LEG_CRUNCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/DIAMOND_LEG_CRUNCH,Beginner,,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Diamond Leg Lift,MOVE,DIAMOND_LEG_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/DIAMOND_LEG_LIFT,Beginner,,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Eight-point Shoulder Opener,MOVE,EIGHT_POINT_SHOULDER_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/EIGHT_POINT_SHOULDER_OPENER,Advanced,"This deep shoulder opener is thought to alleviate shoulder and neck pain. It is also a twist, and so is thought to detoxify the body.",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0
Foot Rolling,MOVE,FOOT_ROLLING,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FOOT_ROLLING,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Footwork,MOVE,FOOTWORK,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FOOTWORK,Beginner,,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Footwork (on disc),MOVE,FOOTWORK_ON_DISC,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FOOTWORK_ON_DISC,Beginner,,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
Forward Fold,MOVE,FORWARD_FOLD,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FORWARD_FOLD,Beginner,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0
Frog (with Band),MOVE,FROG_WITH_BAND,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FROG_WITH_BAND,Beginner,,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Half Roll Up,MOVE,HALF_ROLL_UP,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HALF_ROLL_UP,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Hamstring Curl,MOVE,HAMSTRING_CURL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HAMSTRING_CURL,Beginner,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Hamstring Stretch,MOVE,HAMSTRING_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HAMSTRING_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Hip Stretch,MOVE,HIP_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HIP_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hug a Tree (with ball, band and weight)",MOVE,HUG_A_TREE_WITH_BALL_BAND_AND_WEIGHT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HUG_A_TREE_WITH_BALL_BAND_AND_WEIGHT,Beginner,,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0
Knee Circles,MOVE,KNEE_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/KNEE_CIRCLES,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Knee Folds (on disc),MOVE,KNEE_FOLDS_ON_DISC,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/KNEE_FOLDS_ON_DISC,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Lateral Flexion,MOVE,LATERAL_FLEXION,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LATERAL_FLEXION,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leg Stretch (with Band),MOVE,LEG_STRETCH_WITH_BAND,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LEG_STRETCH_WITH_BAND,Beginner,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Leg Stretch with Leg Circles,MOVE,LEG_STRETCH_WITH_LEG_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LEG_STRETCH_WITH_LEG_CIRCLES,Beginner,,0,0,2,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0
Lower Lift (on disc),MOVE,LOWER_LIFT_ON_DISC,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LOWER_LIFT_ON_DISC,Beginner,,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
Lunge Squat,MOVE,LUNGE_SQUAT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LUNGE_SQUAT,Beginner,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Lunges (with knee lift),MOVE,LUNGES_WITH_KNEE_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LUNGES_WITH_KNEE_LIFT,Beginner,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Mermaid Stretch,MOVE,MERMAID_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/MERMAID_STRETCH,Beginner,This backbending hip and shoulder opener is an intermediate version of the Full King Pigeon pose. The English name stems from the resemblance of the back leg to a mermaid's tail.,0,0,2,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0,0
Neutral Pelvic Position,MOVE,NEUTRAL_PELVIC_POSITION,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/NEUTRAL_PELVIC_POSITION,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelvic Clocks (on disc),MOVE,PELVIC_CLOCKS_ON_DISC,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PELVIC_CLOCKS_ON_DISC,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pilates Plie Squats (Parallel, Turned Out, Flat, and Heels) (with chair)",MOVE,PILATES_PLIE_SQUATS_PARALLEL_TURNED_OUT_FLAT_AND_HEELS_WITH_CHAIR,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PILATES_PLIE_SQUATS_PARALLEL_TURNED_OUT_FLAT_AND_HEELS_WITH_CHAIR,Beginner,,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Piriformis Stretch,MOVE,PIRIFORMIS_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PIRIFORMIS_STRETCH,Beginner,,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
Plank Up/Downs,MOVE,PLANK_UP_DOWNS,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PLANK_UP_DOWNS,Beginner,,0,0,1,0,0,0,0,1,0,2,2,0,0,1,1,2,2,0,0
Plank: Knee Crosses,MOVE,PLANK_KNEE_CROSSES,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PLANK_KNEE_CROSSES,Beginner,,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,2,2,0,0
Plank: Knee Pulls,MOVE,PLANK_KNEE_PULLS,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PLANK_KNEE_PULLS,Beginner,,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,2,2,0,0
Psoas Lunge Stretch,MOVE,PSOAS_LUNGE_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PSOAS_LUNGE_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ribcage Breathing,MOVE,RIBCAGE_BREATHING,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/RIBCAGE_BREATHING,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roll Down,MOVE,ROLL_DOWN,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ROLL_DOWN,Beginner,,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
Roll Up (with weight and band),MOVE,ROLL_UP_WITH_WEIGHT_AND_BAND,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ROLL_UP_WITH_WEIGHT_AND_BAND,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1
Saw,MOVE,SAW,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SAW,Beginner,,0,0,2,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0
Scapular Stabilization,MOVE,SCAPULAR_STABILIZATION,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SCAPULAR_STABILIZATION,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scissors (on disc),MOVE,SCISSORS_ON_DISC,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SCISSORS_ON_DISC,Beginner,,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
Seated Hip Stretch,MOVE,SEATED_HIP_STRETCHUP,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SEATED_HIP_STRETCHUP,Beginner,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seated Twist,MOVE,SEATED_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SEATED_TWIST,Beginner,,0,0,0,0,1,0,0,2,0,0,0,1,0,2,1,0,2,0,0
"Shaving the Head (with ball, band and weight)",MOVE,SHAVING_THE_HEAD_WITH_BALL_BAND_AND_WEIGHT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SHAVING_THE_HEAD_WITH_BALL_BAND_AND_WEIGHT,Beginner,,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
Spinal Twist,MOVE,SPINAL_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINAL_TWIST,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Spinal Twist Stretch,MOVE,SPINAL_TWIST_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINAL_TWIST_STRETCH,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Spine Stretch Forward,MOVE,SPINE_STRETCH_FORWARD,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINE_STRETCH_FORWARD,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Squats (with ball),MOVE,SQUATS_WITH_BALL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SQUATS_WITH_BALL,Beginner,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Stand and Hang,MOVE,STAND_AND_HANG,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STAND_AND_HANG,Beginner,,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
Standing Side Stretch,MOVE,STANDING_SIDE_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STANDING_SIDE_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standing Single Leg Forward Bend with IT Band Opener,MOVE,STANDING_SINGLE_LEG_FORWARD_BEND_WITH_IT_BAND_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STANDING_SINGLE_LEG_FORWARD_BEND_WITH_IT_BAND_OPENER,Intermediate,"This pose targets the IT bands, making it suitable for those who need a stretch in this area such as runners, cyclists and even people with desk jobs.",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0
Straight-leg Crunch with Leg Lift,MOVE,STRAIGHT_LEG_CRUNCH_WITH_LEG_LIFT,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Straight-leg Crunch with Leg Lift (with ball),MOVE,STRAIGHT_LEG_CRUNCH_WITH_LEG_LIFT_WITH_BALL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEG_LIFT_WITH_BALL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Straight-leg Crunch with legs crossed,MOVE,STRAIGHT_LEG_CRUNCH_WITH_LEGS_CROSSED,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Straight-leg Crunch with legs crossed (with ball),MOVE,STRAIGHT_LEG_CRUNCH_WITH_LEGS_CROSSED_WITH_BALL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEGS_CROSSED_WITH_BALL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Straight-leg Diagonal Crunch,MOVE,STRAIGHT_LEG_DIAGONAL_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Straight-leg Diagonal Crunch (with ball),MOVE,STRAIGHT_LEG_DIAGONAL_CRUNCH_WITH_BALL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STRAIGHT_LEG_DIAGONAL_CRUNCH_WITH_BALL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Tailbone Curl,MOVE,TAILBONE_CURL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/TAILBONE_CURL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Throat Lock,MOVE,THROAT_LOCK,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/THROAT_LOCK,Beginner,"Known as the destroyer of old age and translated as ""Net Bearer Bond,"" this is one of the three main energetic locks in the body. Responsible for preventing prana from leaking out of the torso through the throat, it is also commonly referred to as Throat Lock, and is used in many poses to protect the neck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tick-Tock (Side Roll),MOVE,TICK_TOCK_SIDE_ROLL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/TICK_TOCK_SIDE_ROLL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Twist,MOVE,TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/TWIST,Beginner,,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
V Leg Crunches,MOVE,V_LEG_CRUNCHES,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/V_LEG_CRUNCHES,Beginner,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
V Sit,MOVE,V_SIT,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/V_SIT,Beginner,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Prayer Mudra,MOVE,PRAYER_MUDRA,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PRAYER_MUDRA,Beginner,"Also known as the ""Salutation Seal,"" this mudra is one of the most recognizable hand positions in yoga. It is both a joining and a gesture of reverence.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Arm and Leg Extension on Knees,CORE,ARM_AND_LEG_EXTENSION_ON_KNEES,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ARM_AND_LEG_EXTENSION_ON_KNEES,Beginner,This exercise stabilizes and balances the torso while improving mobility in the joints.,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Bicep Curl with Leg Extension,CORE,BICEP_CURL_WITH_LEG_EXTENSION,TRUE,,https://connect.garmin.com/modern/exercises/CORE/BICEP_CURL_WITH_LEG_EXTENSION,Beginner,This is a coordination exercise.,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
Bicep Curl with Leg Extension (with weights),CORE,BICEP_CURL_WITH_LEG_EXTENSION_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/BICEP_CURL_WITH_LEG_EXTENSION_WITH_WEIGHTS,Beginner,,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
Bicycle,CORE,BICYCLE,TRUE,,https://connect.garmin.com/modern/exercises/CORE/BICYCLE,Beginner,The side-leg series challenges you to keep a balanced and neutral pelvis while on your side and fighting gravity.,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Cat Cow,CORE,CAT_COW,TRUE,,https://connect.garmin.com/modern/exercises/CORE/CAT_COW,Beginner,This exercise focuses on how to better connect the breath with the movement of the spine. This movement helps bring the spine back into balance.,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
Corkscrew,CORE,CORKSCREW,TRUE,,https://connect.garmin.com/modern/exercises/CORE/CORKSCREW,Intermediate,This exercise works your abdominals and stretches your spine.,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Criss Cross,CORE,CRISS_CROSS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/CRISS_CROSS,Intermediate,This exercise helps you maintain a neutral and stable pelvis while rotating the ribcage.,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Double-leg Stretch,CORE,DOUBLE_LEG_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/CORE/DOUBLE_LEG_STRETCH,Beginner,This exercise improves stability by moving the limbs while engaging the pelvis and the torso.,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Knee Folds,CORE,KNEE_FOLDS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/KNEE_FOLDS,Beginner,This exercise helps develop stability in the pelvis by moving the hip joint while holding the lower back and hips in a neutral position.,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lower Lift,CORE,LOWER_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/CORE/LOWER_LIFT,Intermediate,This exercise challenges the lower abdominals and engages the pelvis. The legs act as weight and can increase the challenge to the abs. This movement also teaches breath control and strengthens the connection between breathing and the abdominals.,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Lower Lift (with weights),CORE,LOWER_LIFT_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/LOWER_LIFT_WITH_WEIGHTS,Beginner,,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Neck Pull,CORE,NECK_PULL,TRUE,,https://connect.garmin.com/modern/exercises/CORE/NECK_PULL,Intermediate,This exercise works the abdominals and stretches the spine and the hamstrings.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelvic Clocks,CORE,PELVIC_CLOCKS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/PELVIC_CLOCKS,Beginner,This is a fundamental Pilates exercise. The movement engages the pelvic floor muscles in the pelvis. It also strengthens the lower abdominals while releasing lower back tension.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roll Over,CORE,ROLL_OVER,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROLL_OVER,Advanced,This exercise helps stretch the spine and hamstrings while simultaneously strengthening the abdominals.,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Roll Up,CORE,ROLL_UP,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROLL_UP,Beginner,"This exercise targets the abdominals and the spine. When performed correctly, the exercise elongates the spine while strengthening the abdominals. Joseph Pilates claimed that rolling motion of the body might also improve the lungs.",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Rolling,CORE,ROLLING,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROLLING,Beginner,"This exercise helps teach proper breathing and balance. To benefit from this move, make sure to keep the abdominals engaged throughout the motion.",0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
Rowing 1,CORE,ROWING_1,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROWING_1,Intermediate,This exercise works the entire body while teaching shoulder stabilization and coordination.,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,2
Rowing 1 (with weights),CORE,ROWING_1_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROWING_1_WITH_WEIGHTS,Beginner,,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,2
Rowing 2,CORE,ROWING_2,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROWING_2,Intermediate,This exercise works the entire body while teaching shoulder stabilization and coordination.,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,2
Rowing 2 (with weights),CORE,ROWING_2_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/ROWING_2_WITH_WEIGHTS,Beginner,,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,2
Scissors,CORE,SCISSORS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SCISSORS,Beginner,This exercise works to challenge the ability of the pelvis to stabilize. It also stretches the hamstrings and increases mobility in the hip joints.,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
Scissors (with weights),CORE,SCISSORS_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SCISSORS_WITH_WEIGHTS,Beginner,,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0
Single-leg Circles,CORE,SINGLE_LEG_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SINGLE_LEG_CIRCLES,Beginner,This exercise helps teach you how to hold a neutral pelvis. It also loosens the hip joints.,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,2,0,0,0
Single-leg Stretch,CORE,SINGLE_LEG_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SINGLE_LEG_STRETCH,Beginner,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
Single-leg Stretch (with weights),CORE,SINGLE_LEG_STRETCH_WITH_WEIGHTS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SINGLE_LEG_STRETCH_WITH_WEIGHTS,Beginner,,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,2,1,0,2
Swan,CORE,SWAN,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SWAN,Beginner,This is an extension exercise. Joseph Pilates believed that when the body curves forward in flexion for most of the day it throws off the body's natural alignment. The swan movement helps bring the body back into balance.,0,1,1,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,0
Swimming,CORE,SWIMMING,TRUE,,https://connect.garmin.com/modern/exercises/CORE/SWIMMING,Beginner,This exercise focuses on strengthening the core while incorporating oppositional movement of the arms and legs.,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,0
Teaser,CORE,TEASER,TRUE,,https://connect.garmin.com/modern/exercises/CORE/TEASER,Advanced,This is a fundamental exercise in Pilates practice. It is designed to improve balance by targeting the abdominals.,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0
